Category,City,Country,Customer Name,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales
Furniture,Los Angeles,United States,Lindsay Shagiari,11/6/2016,US-2016-125969,90004,"Global Task Chair, Black",West,Home Office,11/10/2016,Second Class,California,Chairs,0.2,-9.1602,2,81.424
Furniture,Los Angeles,United States,Lindsay Shagiari,11/6/2016,US-2016-125969,90004,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,West,Home Office,11/10/2016,Second Class,California,Furnishings,0,26.2416,3,238.56
Technology,Columbus,United States,Dorothy Wardle,2/2/2017,US-2017-164147,43229,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,East,Corporate,2/5/2017,First Class,Ohio,Phones,0.4,-11.994,5,59.97
Office Supplies,Columbus,United States,Dorothy Wardle,2/2/2017,US-2017-164147,43229,Xerox 1916,East,Corporate,2/5/2017,First Class,Ohio,Paper,0.2,29.364,2,78.304
Office Supplies,Columbus,United States,Dorothy Wardle,2/2/2017,US-2017-164147,43229,Staples,East,Corporate,2/5/2017,First Class,Ohio,Fasteners,0.2,6.9732,9,21.456
Office Supplies,Roseville,United States,Lena Creighton,10/13/2016,CA-2016-145583,95661,Xerox 195,West,Consumer,10/19/2016,Standard Class,California,Paper,0,9.6192,3,20.04
Office Supplies,Roseville,United States,Lena Creighton,10/13/2016,CA-2016-145583,95661,Xerox 1880,West,Consumer,10/19/2016,Standard Class,California,Paper,0,16.6568,1,35.44
Office Supplies,Roseville,United States,Lena Creighton,10/13/2016,CA-2016-145583,95661,"Sanford Colorific Colored Pencils, 12/Box",West,Consumer,10/19/2016,Standard Class,California,Art,0,3.456,4,11.52
Office Supplies,Roseville,United States,Lena Creighton,10/13/2016,CA-2016-145583,95661,Ideal Clamps,West,Consumer,10/19/2016,Standard Class,California,Fasteners,0,1.9698,2,4.02
Office Supplies,Roseville,United States,Lena Creighton,10/13/2016,CA-2016-145583,95661,GBC Wire Binding Strips,West,Consumer,10/19/2016,Standard Class,California,Binders,0.2,26.6616,3,76.176
Office Supplies,Roseville,United States,Lena Creighton,10/13/2016,CA-2016-145583,95661,Fiskars Softgrip Scissors,West,Consumer,10/19/2016,Standard Class,California,Supplies,0,18.4464,6,65.88
Furniture,Roseville,United States,Lena Creighton,10/13/2016,CA-2016-145583,95661,Longer-Life Soft White Bulbs,West,Consumer,10/19/2016,Standard Class,California,Furnishings,0,20.6976,14,43.12
Furniture,Philadelphia,United States,Jonathan Doherty,9/5/2016,CA-2016-110366,19140,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",East,Corporate,9/7/2016,Second Class,Pennsylvania,Furnishings,0.2,10.35,2,82.8
Office Supplies,San Francisco,United States,Sally Hughsby,9/18/2017,CA-2017-106180,94122,Newell 343,West,Corporate,9/23/2017,Standard Class,California,Art,0,2.3814,3,8.82
Office Supplies,San Francisco,United States,Sally Hughsby,9/18/2017,CA-2017-106180,94122,Convenience Packs of Business Envelopes,West,Corporate,9/23/2017,Standard Class,California,Envelopes,0,5.1042,3,10.86
Office Supplies,San Francisco,United States,Sally Hughsby,9/18/2017,CA-2017-106180,94122,Xerox 1911,West,Corporate,9/23/2017,Standard Class,California,Paper,0,68.976,3,143.7
Office Supplies,Independence,United States,Sandra Glassco,12/22/2017,CA-2017-155376,64055,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Central,Consumer,12/27/2017,Standard Class,Missouri,Appliances,0,218.2518,3,839.43
Office Supplies,Pasadena,United States,Helen Andreada,9/7/2015,CA-2015-110744,91104,Safco Industrial Wire Shelving,West,Consumer,9/12/2015,Standard Class,California,Storage,0,20.1579,7,671.93
Furniture,Newark,United States,Maureen Gastineau,10/22/2014,CA-2014-110072,43055,"Seth Thomas 14"" Putty-Colored Wall Clock",East,Home Office,10/28/2014,Standard Class,Ohio,Furnishings,0.2,12.9096,4,93.888
Technology,Franklin,United States,Justin Ellison,12/5/2016,CA-2016-114489,53132,Plantronics Cordless Phone Headset with In-line Volume - M214C,Central,Corporate,12/9/2016,Standard Class,Wisconsin,Phones,0,103.8015,11,384.45
Technology,Franklin,United States,Justin Ellison,12/5/2016,CA-2016-114489,53132,Anker Astro 15000mAh USB Portable Charger,Central,Corporate,12/9/2016,Standard Class,Wisconsin,Phones,0,5.998800000,3,149.97
Furniture,Franklin,United States,Justin Ellison,12/5/2016,CA-2016-114489,53132,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Central,Corporate,12/9/2016,Standard Class,Wisconsin,Chairs,0,585.552,8,1951.84
Office Supplies,Franklin,United States,Justin Ellison,12/5/2016,CA-2016-114489,53132,GBC Prestige Therm-A-Bind Covers,Central,Corporate,12/9/2016,Standard Class,Wisconsin,Binders,0,80.6285,5,171.55
Office Supplies,Scottsdale,United States,Tamara Willingham,3/13/2016,CA-2016-158834,85254,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,West,Home Office,3/16/2016,First Class,Arizona,Appliances,0.2,17.766,5,157.92
Technology,Scottsdale,United States,Tamara Willingham,3/13/2016,CA-2016-158834,85254,Jabra BIZ 2300 Duo QD Duo Corded Headset,West,Home Office,3/16/2016,First Class,Arizona,Phones,0.2,15.2388,2,203.184
Office Supplies,San Jose,United States,Stephanie Phelps,5/31/2015,CA-2015-124919,95123,Southworth 25% Cotton Antique Laid Paper & Envelopes,West,Corporate,6/2/2015,First Class,California,Paper,0,26.271,7,58.38
Office Supplies,San Jose,United States,Stephanie Phelps,5/31/2015,CA-2015-124919,95123,Xerox 1883,West,Corporate,6/2/2015,First Class,California,Paper,0,48.5392,4,105.52
Office Supplies,San Jose,United States,Stephanie Phelps,5/31/2015,CA-2015-124919,95123,"Tenex Personal Project File with Scoop Front Design, Black",West,Corporate,6/2/2015,First Class,California,Storage,0,21.0288,6,80.88
Office Supplies,Seattle,United States,Neil Knudson,5/28/2015,CA-2015-118948,98105,Newell 311,West,Home Office,6/3/2015,Standard Class,Washington,Art,0,1.7901,3,6.63
Furniture,Seattle,United States,Dave Brooks,3/1/2014,CA-2014-104269,98115,Global Deluxe High-Back Manager's Chair,West,Consumer,3/6/2014,Second Class,Washington,Chairs,0.2,51.476400000,2,457.568
Office Supplies,Edmond,United States,Nora Paige,11/20/2016,CA-2016-114104,73034,Avery 519,Central,Consumer,11/24/2016,Standard Class,Oklahoma,Labels,0,6.8714,2,14.62
Technology,Edmond,United States,Nora Paige,11/20/2016,CA-2016-114104,73034,Avaya 5420 Digital phone,Central,Consumer,11/24/2016,Standard Class,Oklahoma,Phones,0,236.2325,7,944.93
Office Supplies,Los Angeles,United States,Ted Trevino,5/11/2016,CA-2016-162733,90045,Xerox 1920,West,Consumer,5/12/2016,First Class,California,Paper,0,2.691,1,5.98
Technology,Philadelphia,United States,Eric Murdock,12/28/2015,CA-2015-119697,19134,Lenovo 17-Key USB Numeric Keypad,East,Consumer,12/31/2015,Second Class,Pennsylvania,Accessories,0.2,1.3596,2,54.384
Office Supplies,Carlsbad,United States,Ruben Dartt,11/16/2016,CA-2016-154508,88220,Staple envelope,West,Consumer,11/20/2016,Standard Class,New Mexico,Envelopes,0,13.348,5,28.4
Office Supplies,Seattle,United States,Max Jones,11/7/2016,CA-2016-113817,98115,Wilson Jones International Size A4 Ring Binders,West,Consumer,11/11/2016,Standard Class,Washington,Binders,0.2,9.688,2,27.68
Office Supplies,San Antonio,United States,Becky Martin,9/8/2014,CA-2014-139892,78207,BIC Brite Liner Highlighters,Central,Consumer,9/12/2014,Standard Class,Texas,Art,0.2,2.7324,3,9.936
Technology,San Antonio,United States,Becky Martin,9/8/2014,CA-2014-139892,78207,Lexmark MX611dhe Monochrome Laser Printer,Central,Consumer,9/12/2014,Standard Class,Texas,Machines,0.4,-1359.992,8,8159.952
Office Supplies,San Antonio,United States,Becky Martin,9/8/2014,CA-2014-139892,78207,Space Solutions HD Industrial Steel Shelving.,Central,Consumer,9/12/2014,Standard Class,Texas,Storage,0.2,-58.6347,3,275.928
Furniture,San Antonio,United States,Becky Martin,9/8/2014,CA-2014-139892,78207,SAFCO Arco Folding Chair,Central,Consumer,9/12/2014,Standard Class,Texas,Chairs,0.3,-24.858000000,9,1740.06
Office Supplies,San Antonio,United States,Becky Martin,9/8/2014,CA-2014-139892,78207,Sanford Liquid Accent Highlighters,Central,Consumer,9/12/2014,Standard Class,Texas,Art,0.2,6.8136,6,32.064
Office Supplies,San Antonio,United States,Becky Martin,9/8/2014,CA-2014-139892,78207,Kensington 7 Outlet MasterPiece Power Center,Central,Consumer,9/12/2014,Standard Class,Texas,Appliances,0.8,-453.849,5,177.98
Technology,San Antonio,United States,Becky Martin,9/8/2014,CA-2014-139892,78207,JBL Micro Wireless Portable Bluetooth Speaker,Central,Consumer,9/12/2014,Standard Class,Texas,Phones,0.2,8.998500000,3,143.976
Office Supplies,Los Angeles,United States,Chad Sievert,8/5/2014,CA-2014-118962,90004,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",West,Consumer,8/9/2014,Standard Class,California,Paper,0,9.8418,3,20.94
Office Supplies,Los Angeles,United States,Chad Sievert,8/5/2014,CA-2014-118962,90004,Xerox 1913,West,Consumer,8/9/2014,Standard Class,California,Paper,0,53.2608,2,110.96
Furniture,Los Angeles,United States,Chad Sievert,8/5/2014,CA-2014-118962,90004,"Global Value Steno Chair, Gray",West,Consumer,8/9/2014,Standard Class,California,Chairs,0.2,21.259,7,340.144
Office Supplies,Chicago,United States,Jennifer Braxton,9/14/2014,US-2014-100853,60623,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Central,Corporate,9/19/2014,Standard Class,Illinois,Appliances,0.8,-131.12,2,52.448
Office Supplies,Chicago,United States,Jennifer Braxton,9/14/2014,US-2014-100853,60623,Avery 51,Central,Corporate,9/19/2014,Standard Class,Illinois,Labels,0.2,6.552,4,20.16
Office Supplies,Houston,United States,Shirley Jackson,4/21/2017,US-2017-152366,77036,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Central,Consumer,4/25/2017,Second Class,Texas,Appliances,0.8,-243.16,4,97.264
Furniture,Newark,United States,Joel Eaton,11/21/2015,US-2015-101511,43055,"Padded Folding Chairs, Black, 4/Carton",East,Consumer,11/23/2015,Second Class,Ohio,Chairs,0.3,-11.337200000,7,396.802
Office Supplies,Newark,United States,Joel Eaton,11/21/2015,US-2015-101511,43055,Acme Rosewood Handle Letter Opener,East,Consumer,11/23/2015,Second Class,Ohio,Supplies,0.2,-3.7715,5,15.88
Office Supplies,New York City,United States,Jim Kriz,12/15/2015,CA-2015-137225,10009,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",East,Home Office,12/19/2015,Standard Class,New York,Art,0,1.4104,1,3.28
Office Supplies,Decatur,United States,David Kendrick,12/5/2014,CA-2014-166191,62521,"Tenex File Box, Personal Filing Tote with Lid, Black",Central,Corporate,12/9/2014,Second Class,Illinois,Storage,0.2,1.8612,2,24.816
Technology,Decatur,United States,David Kendrick,12/5/2014,CA-2014-166191,62521,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Central,Corporate,12/9/2014,Second Class,Illinois,Accessories,0.2,76.6395,7,408.744
Technology,Monroe,United States,Robert Marley,11/19/2014,CA-2014-158274,71203,AT&T TR1909W,South,Home Office,11/24/2014,Second Class,Louisiana,Phones,0,131.0296,4,503.96
Technology,Monroe,United States,Robert Marley,11/19/2014,CA-2014-158274,71203,Nokia Lumia 521 (T-Mobile),South,Home Office,11/24/2014,Second Class,Louisiana,Phones,0,41.986,5,149.95
Technology,Monroe,United States,Robert Marley,11/19/2014,CA-2014-158274,71203,HP Standard 104 key PS/2 Keyboard,South,Home Office,11/24/2014,Second Class,Louisiana,Accessories,0,7.25,2,29
Office Supplies,Fairfield,United States,Sally Knutson,11/28/2016,CA-2016-105018,06824,Avery Poly Binder Pockets,East,Consumer,12/2/2016,Standard Class,Connecticut,Binders,0,3.4368,2,7.16
Technology,Los Angeles,United States,Frank Merwin,8/26/2014,CA-2014-123260,90032,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,West,Home Office,8/30/2014,Standard Class,California,Accessories,0,22.984,8,176.8
Office Supplies,Grand Prairie,United States,Alice McCarthy,7/16/2016,CA-2016-157000,75051,"Personal Filing Tote with Lid, Black/Gray",Central,Corporate,7/22/2016,Standard Class,Texas,Storage,0.2,3.7224,3,37.224
Office Supplies,Grand Prairie,United States,Alice McCarthy,7/16/2016,CA-2016-157000,75051,Southworth 25% Cotton Antique Laid Paper & Envelopes,Central,Corporate,7/22/2016,Standard Class,Texas,Paper,0.2,6.255,3,20.016
Furniture,New York City,United States,Mark Packer,10/12/2015,CA-2015-102281,10035,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",East,Home Office,10/14/2015,First Class,New York,Bookcases,0.2,112.392,4,899.136
Technology,New York City,United States,Mark Packer,10/12/2015,CA-2015-102281,10035,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,East,Home Office,10/14/2015,First Class,New York,Phones,0,20.0928,6,71.76
Office Supplies,New York City,United States,Mark Packer,10/12/2015,CA-2015-102281,10035,Xerox 205,East,Home Office,10/14/2015,First Class,New York,Paper,0,24.8832,8,51.84
Furniture,New York City,United States,Mark Packer,10/12/2015,CA-2015-102281,10035,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",East,Home Office,10/14/2015,First Class,New York,Bookcases,0.2,46.9764,3,626.352
Office Supplies,New York City,United States,Mark Packer,10/12/2015,CA-2015-102281,10035,4009 Highlighters by Sanford,East,Home Office,10/14/2015,First Class,New York,Art,0,6.567,5,19.9
Office Supplies,Redlands,United States,Mary Zewe,10/31/2015,CA-2015-131457,92374,Poly String Tie Envelopes,West,Corporate,11/6/2015,Standard Class,California,Envelopes,0,6.7116,7,14.28
Office Supplies,Hamilton,United States,Cassandra Brandow,3/21/2014,CA-2014-140004,45011,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",East,Consumer,3/25/2014,Standard Class,Ohio,Art,0.2,1.2038,2,7.408
Office Supplies,Hamilton,United States,Cassandra Brandow,3/21/2014,CA-2014-140004,45011,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",East,Consumer,3/25/2014,Standard Class,Ohio,Art,0.2,1.5876,3,6.048
Office Supplies,Westfield,United States,Valerie Mitchum,11/6/2017,CA-2017-107720,07090,Decoflex Hanging Personal Folder File,East,Home Office,11/13/2017,Standard Class,New Jersey,Storage,0,12.0276,3,46.26
Office Supplies,Philadelphia,United States,Fred Hopkins,7/6/2017,US-2017-124303,19120,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",East,Corporate,7/13/2017,Standard Class,Pennsylvania,Binders,0.7,-2.2586,2,2.946
Office Supplies,Philadelphia,United States,Fred Hopkins,7/6/2017,US-2017-124303,19120,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",East,Corporate,7/13/2017,Standard Class,Pennsylvania,Paper,0.2,5.8203,3,16.056
Office Supplies,Akron,United States,Maria Bertelson,6/24/2017,CA-2017-105074,44312,Southworth 25% Cotton Linen-Finish Paper & Envelopes,East,Consumer,6/29/2017,Standard Class,Ohio,Paper,0.2,6.795,3,21.744
Furniture,Denver,United States,Bruce Stewart,8/3/2014,CA-2014-133690,80219,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,West,Consumer,8/5/2014,First Class,Colorado,Tables,0.5,-161.875,2,218.75
Office Supplies,Denver,United States,Bruce Stewart,8/3/2014,CA-2014-133690,80219,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",West,Consumer,8/5/2014,First Class,Colorado,Appliances,0.2,0.2925,1,2.6
Office Supplies,Dallas,United States,Logan Currie,12/17/2017,US-2017-116701,75220,Eureka Sanitaire  Commercial Upright,Central,Consumer,12/21/2017,Second Class,Texas,Appliances,0.8,-178.9668,2,66.284
Furniture,Franklin,United States,Heather Kirkland,6/3/2017,CA-2017-126382,37064,"Eldon 200 Class Desk Accessories, Burgundy",South,Corporate,6/7/2017,Standard Class,Tennessee,Furnishings,0.2,9.6712,7,35.168
Technology,Whittier,United States,Laurel Elliston,12/9/2017,CA-2017-108329,90604,Nortel Business Series Terminal T7208 Digital phone,West,Consumer,12/14/2017,Standard Class,California,Phones,0.2,44.4768,4,444.768
Office Supplies,Saginaw,United States,Joseph Holt,12/1/2017,CA-2017-135860,48601,"Tennsco Lockers, Gray",Central,Consumer,12/7/2017,Standard Class,Michigan,Storage,0,5.874400000,4,83.92
Technology,Saginaw,United States,Joseph Holt,12/1/2017,CA-2017-135860,48601,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Central,Consumer,12/7/2017,Standard Class,Michigan,Phones,0,35.6346,2,131.98
Office Supplies,Saginaw,United States,Joseph Holt,12/1/2017,CA-2017-135860,48601,"Avery Durable Slant Ring Binders, No Labels",Central,Consumer,12/7/2017,Standard Class,Michigan,Binders,0,7.4824,4,15.92
Office Supplies,Saginaw,United States,Joseph Holt,12/1/2017,CA-2017-135860,48601,"Advantus Push Pins, Aluminum Head",Central,Consumer,12/7/2017,Standard Class,Michigan,Fasteners,0,16.2099,9,52.29
Office Supplies,Saginaw,United States,Joseph Holt,12/1/2017,CA-2017-135860,48601,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Central,Consumer,12/7/2017,Standard Class,Michigan,Storage,0,3.679600000,1,91.99
Technology,Dallas,United States,Michael Stewart,2/9/2015,CA-2015-101007,75220,Memorex Micro Travel Drive 8 GB,Central,Corporate,2/13/2015,Second Class,Texas,Accessories,0.2,6.5,2,20.8
Office Supplies,Medina,United States,Victoria Wilson,1/2/2015,CA-2015-146262,44256,Avery 505,East,Corporate,1/9/2015,Standard Class,Ohio,Labels,0.2,8.88,2,23.68
Furniture,Medina,United States,Victoria Wilson,1/2/2015,CA-2015-146262,44256,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,East,Corporate,1/9/2015,Standard Class,Ohio,Bookcases,0.5,-244.323,5,452.45
Technology,Medina,United States,Victoria Wilson,1/2/2015,CA-2015-146262,44256,Speck Products Candyshell Flip Case,East,Corporate,1/9/2015,Standard Class,Ohio,Phones,0.4,-14.6958,3,62.982
Technology,Medina,United States,Victoria Wilson,1/2/2015,CA-2015-146262,44256,Cisco 9971 IP Video Phone Charcoal,East,Corporate,1/9/2015,Standard Class,Ohio,Machines,0.7,-950.4,9,1188
Technology,Medina,United States,Victoria Wilson,1/2/2015,CA-2015-146262,44256,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,East,Corporate,1/9/2015,Standard Class,Ohio,Accessories,0.2,4.479200000,2,89.584
Office Supplies,Los Angeles,United States,Jonathan Howell,10/28/2016,CA-2016-130162,90032,"Personal Filing Tote with Lid, Black/Gray",West,Consumer,11/1/2016,Standard Class,California,Storage,0,26.0568,6,93.06
Technology,Los Angeles,United States,Jonathan Howell,10/28/2016,CA-2016-130162,90032,Adtran 1202752G1,West,Consumer,11/1/2016,Standard Class,California,Phones,0.2,22.6782,3,302.376
Office Supplies,Dublin,United States,Joni Blumstein,12/24/2015,CA-2015-169397,43017,OIC Bulk Pack Metal Binder Clips,East,Consumer,12/27/2015,First Class,Ohio,Fasteners,0.2,1.8148,2,5.584
Office Supplies,Dublin,United States,Joni Blumstein,12/24/2015,CA-2015-169397,43017,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",East,Consumer,12/27/2015,First Class,Ohio,Paper,0.2,8.2302,6,22.704
